municipio,juros,salarios,terras,transporte
Sobral,Os agricultores nao fazem transaccöes de juros; os commerciantes pagain de um e meio a dois por cento ao nez.,"Trabalhador rural, 1$500 diarios a sccco ou 1$000 livrcs; cozi nheira, 20$000 a 25$000 mensaes; as lavadeiras cobram por peca 20 a 40 réis ; carpinteiro, 5$000 diarios a secco c 4$000 com comida ; administradores e escrivaes de fazenda nao ha. Os salarios sao pagos e os contractos cumpridos.","Qualidades -As terras boas estao.nas baixadas dos fios e riachos e numa parte da terra do Rosario; as regulares,cstao em algumas chapadas sómente cultivaveis no inverno; as restantes, no geral in feriores.Nao ha mattas virgens;os cerrados,carrascaes e,sobre- tudo, os campos, sao em grande mero. (Vide nota). Precos - Custa de 10$000 a 15$000 uma braca de frente por nieia legua de fundo.","Pagam.2, 3 a 5 réis por litro e por legua, para o mercado local.(Vide nota). NOIA A fabrica de fiacao de Ernesto & Ribeiro, cujo proprietario principal é o Sr. Coronel Ernesto Saboya de Albuquerque, nao s6 consome o algodao sobra- lense, como quasi todo o produzido pelas lavouras de fóra do nunicipio exis- tente na zona servida pela Estrada de Ferro de Sobral. A parte do algodao guc nao é adquirida pela fabrica 6 comprada descarocada, cnfardada ou prensada c exportada por diversas casas comnierciaes para Fortaleza. Tem o Sr. Coronel Adeodato para o beneficianmento do algodao um desca- rocador e uma prensa movidos a vapor, anuexos a sua casa commercial. Ha mais duas fabricas,uma de sabao e outra de cigarros. Sobral é uma das cidades mais inportantes do Estado e um dos seus melho- res municipios."
Soure,1 /2 a 2jao mez.,"SYSTEMA de trabalho do pessoal agricola--$a1a110 diario. cuunnpridos. arenosas. algumas misturadas e: poucas argillosas. A vegetacao @ algus carrascaes e canpos; nao ha mattas virgens. A varzea do Caulype e muito extensa cheia de carnatbaes. Precos -- Um hectare de tcrra b&a, custa 30$000 a 60$000.","Qualidades -- O solo é mais montanhoso do que plano, porco pedregose, muito sêcco no interior e um pouco pantanoso, na parte fronteira à costa, Grande parte do municipio é de","Cada litr: de cereal,paga 3 réis, por legua de transporte, que & todo feito por meio de tropas."
Tamboril,Nao ha prestamistas.,"Um trabalhador rural ganha de 1$200 a 1$500 diarios; nao ha administradores nem escrivaes de fazenda; un vaqueiro que & um verdadeiro administrador, tem como nos outros mnicipios criadores, uma porcentagem sobre a produccao do gado; um' carpinteiro ganha de""2$500a 3$000 diarios; uma cozinheira, de 8$000 a 1o$öoo""mensaes;.uma layadeira, de 5$000 a 8$000 mensaes. serras; regulares, nas margens dos riachos e nas quebradas das dos rios ou ilhotas e taboleiros; arenosas em geral nas margens dos riachos; misturadas em pequenas manchas, as margens do rio Acarahü. As planas encontram-se nos taboleiros, as montanhosas em grande quantidade nas serras e as pedregosas em quasi todo o municipio. A vegetacao é representada por capoeiras, cerrados, carrascaes e poucos campos. Nao ha mattas virgens. Precos- Um hectare de terra boa custa de 10$000 a 15$000, mais out_menos:",Qualidades — Ha,"Um litro de creal paga na média, 25 a 35 réis de para o mercado local."
Tauhá,Un por cento ao mez.,"SYSTEMA de trabalho do pessoal agricola-Salario diario, mensal c empreitadas. pagos e os contractos cumpridos. as dos baixios, acudes e lagoas do sertao, regulares; algumas do sertao e das serras scccas, sao inferiores. As böas e regulares sao A vegetacao é representada por grande parte de carrascaes, exten- sas capoeiras, alguns serrados e canpos; ha tambem algumas mattas nas serras Guaribas, Cajueiros, Jatoba e S. Domingos. Precos - Um terreno tendo uma braca de frente por meia legua de fundo custa, mais ou menos,1$000.",,Paga-se 6$000 por uma carga de 11o kilos para ser condu zida a Senador Pompeu.
Tianguá,A taxa éder/°ao mez.,"Trabalhador rural, 5oo réis diarios; nao ha administradores nem escrivaes de fazenda; carpinteiro, 2$500 diarios, com comida; cozinheiro, 5$000 mensaes; as lavadeiras cobram 20 reis por peca. Os salarios sao pagos e os contractos cumpridos.","arenosas predoninam no municipio; terras misturadas encon tram-se na linha da serra e nos brejos; planas,na chapada da serra e nontanhosas em quasi todo o municipio; grande quantidade de pedregosas e seccas;nao ha pautanos.A vegetacao é repre- sentada por mattas virgens em pequena quantidade, grande quantidade de capoeiras, poucos cerrados e carrascaes que occupam umas seis leguas de extensao. Nao ha capos. Precos -Nos brejos um hectare de terra boa custa 150$000 e nas séccas,100$000.","Um litro de farinha, milho, feijao ou arroz, paga de , 1o réis."
Trahiry,"A taxa é de 1"" ao mcz.","SYSTEMA de trabalho do pessoal agricola-Salario diario, mensal e empreitadas. dares nem escrivaes de fazenda; um.carpinteiro, ganha 3$000 diatios; m cozinheiro, 4$000 mensaes; as lavadeiras cobram 2o réis por peca. Os salarios sao pagos e os contractos cumpridos.",".Qualidades - Sao consideradas boas, as terras das margens dos rios Trahiry e Mundahu; regulares as de parte dos brejos na zoua.das praias; e infericres as que fican no restante da zona do littoral. Toda a zona do sertao, exceptuando-se a visinhanca dos rios, conprehende terras argillosas. Toda a zona do littoral é coustituida por terras arenosas. As terras dos brejos e as margens dos rios, sao misturadas. Quasi toda a zona do littoral e parte do sertao, sao constituidas de tcrras planas. Nao ha terras nontanhosas e muito poucas pedregosas. A vegetacao é representada por mattas virgens em pequena quantidade, capoeiras, poucos cerrades, carrascaes cobrindo quasi toda a zona do littoral e de campos, que na zona do littoral, occupam tma extensao de duas leguas, approximadamente. Precos -Um hectare de terra boa, custa 250$000, preco que é rarc, pois ha precos henm inferiores.","Um litrd de cereacs paga 12o réis, em cosia de. animaes"
Umary,"Cobram as taxas de 1 ""[%I / e 2° ao mez.","SYSTEMA de trabalho do pessoal agricola Diarias, mensalidades c, rarantente, empreitadas. ha,as donas de casa fazem o servico da cozinha. tacao é representada por muitas capociras, cerrados e carrascaes. Nao ha nattas virgens nem campos. Precos - Um hectare de terra boa custa de 35$000 a 50$000.",Qualidades — As,"Em carga, por uma legua de distancia, cobram tres réis por litro_de cereal."
União,A taxa de 1% ao mez.,"Trabalhador rural, 28000 diarios; não ha administradores nem escrivães de fazenda; carpinteiro, 5$000 diarios; cozinheiro, 15$000 mensaes; lavadeira, 18000, por dia.","Qualidades- As boas sao as situadas nos lcgares, Giqui e Boiadas na zona sertaneja; regulares, as da Serra Arapoa; e inferiores, as demais. Em sua maioria argillosas :e arenosas; as misturadas no geral, sao boas; quasi todo o municipio é montanhoso. Metade talvez do municipio é occupada por cerrados,havendegrande quantidade de caupos nas varzeas do rio Jaguaribe, ha muitas capoeiras e carrascacs. Sao magnificos e representam grande. riqueza os carnahubaes das varzeas do Jaguaribe. Precos -A braca de terra de carnatbaes, com meia legua de fundo, custa 20$000, de outras terras, 10$000,com meia legua de fundo.","Um litro de ceneal para o mercado iocal,paga 9 réis, approximadanente. Uma carga, de sete arrdbas, para Fortalcza, paga 10$000; para o Aracaty, 2$000. Em carros de bois, 10o kilos, pagam 20$000."
Varzea Alegre,1 a 1/1% ao mez.,"O trabalhador rural ganha 1$000 diarios a secco; nao usam ajustar cozinheiros, a dona de casa fazendo o servico domestico; 3$000 a 5$000 mensaes; nao ha administradores nem escrivaes de fazenda. Os salarios sao pagos e os contractos .cumpridos.","argilosas, montanhosas, séccas e pedregosas. A vegetacao é repre- sentada por muitas capoeiras, alguns carrascaes, mattas virgens e_campos. Precos--Um hcctare .de terra boa, 50$000, approximadamente. As vendas de terras sao raras.","O custo do transporte dos productos ao mercado local é de cercade tres réis por litro e por legua de caminho;para o litro de farinha é dois réis, em egualdade de circumstancias."
Viçosa,A taxa €de um por cento ao mez.,"Um trabalhador rural ganha 8oo réis diarios; nao ha adminis tradores nem cscrivaes de fazenda; um carpinteiro ganha 4$000 diarios; um cozinheiro, 8$000 mensaes; lavadeira cobram 20 réis por peca de roupa lavada. Os salarios sao pagos e os contractos","Qualidades-Ha boas,principalmente nas quebradas da serra da Vicosa; regulares na linha da serra e algumas inferiores em diver- sos logares. Em sua imaioria sao argillosas, havendo alguumas mistu- radas na linha da serra de Ibiapaba,montanhcsas no geral. Ha ainda algumas terras pedregosas. Approximadamente um terco do municipio ainda csta coberto de mattas,um terco talvez de capociras e o restante de cerrados,carrascaes e campos. Precos -Um hectare de terra böa na serra custa 500$000; no sertao, 300$000, approximadamente. Entretanto, ha precos menores.","Pagam de transporte em tropas, 4o réis por kilo de cereaes a cstacao de Granja, na Estrada de Ferro de Sobral e para o mercado local, 11 réis por um litro de milho e 13 réis por um litro de feijao; variando o preco com a distancia."
